epoch,loss
0,0.06999086106247138
1,0.107554056977963
2,0.11942497032348232
3,0.08488870340427108
4,0.09997877681597267
5,0.049990355016634166
6,0.07336000668191356
7,0.08859004649080057
8,0.1315750815476429
9,0.078052541890409
10,0.07235897734322602
11,0.06745436006035511
