epoch,loss
0,0.015365376968983074
1,0.00812050225284025
2,0.0077053280236851875
3,0.006196903293537664
4,0.006644608141141805
5,0.00680565148854756
6,0.00482422263396913
7,0.00705076669466017
8,0.00682757049122455
9,0.005658079950175212
10,0.006619433650694663
11,0.004766163987348839
